Dummy,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,wavefront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,Month,Day,Year,Age_since_renovated
1,0.7215702895852482,-1.4493578491378551,-0.6291408681937347,-0.14275129776865045,-0.02503360028216163,-0.2995610092998514,0,0.9675696047766676,-0.6003405397136636,-0.35237271575148144,-0.6499975897429298,-0.01897750514717375,-0.21196459071827392,-0.7993135042511673,1.243932483882171,-0.17555664808301477,-0.6706365839870754,-0.21348933992337774,3.89,0.47305567429817497,-1.1158558289961142,-0.6891489343291394,0.09243160609078628
1,-0.4413149474578596,0.18023271656695192,-0.3202932156445049,0.01686043048012403,-0.9522039811029581,-0.2995610092998514,0,-0.5930265319598929,0.22543736910843182,-0.569659093826806,0.4237188521190512,0.48980279370460494,-0.21196459071827392,-0.7249354084070131,-1.2718227665162858,1.2043864590099544,-0.03159504711537612,0.1129516641955219,3.3562,-1.1553631701017393,0.03653065142949173,1.4510651474391116,-0.3925009347640037
1,-0.4413149474578596,-0.7975216228559323,-0.3423537622551642,-0.26828567358285943,-0.9522039811029581,4.88764261494,0,0.9675696047766676,-0.6003405397136636,-0.9438745227343093,1.1006270437276913,-0.45992043081871525,-0.21196459071827392,0.7626265084760728,-0.295075384198248,-0.3185559337921039,-0.3372236082279279,-0.22215629874772128,4.2,1.7757907498181063,-0.4244239407407507,-0.6891489343291394,0.5427261083130913
1,-1.6042001845009675,-1.4493578491378551,-0.9379885207429645,-0.23167148063704848,-0.9522039811029581,0.9972398967601114,0,0.9675696047766676,-0.6003405397136636,-0.9076601263884219,-0.2298476777099807,-1.138294162621087,-0.21196459071827392,0.9113827001643815,-0.06080018179725155,-1.1837016123322304,-1.0874028036860095,-0.2698245722816108,5.59,-0.1783118634617907,0.26700794751461293,-0.6891489343291394,1.2354868809627912
1,-0.4413149474578596,0.18023271656695192,0.10988744326335086,-0.16801509090126002,-0.9522039811029581,-0.2995610092998514,0,-0.5930265319598929,-0.6003405397136636,-0.5093017665836602,1.2173353526257327,0.5237214802947235,-0.21196459071827392,-1.4129327949654402,-2.1224219629261025,-0.2327563623666301,-0.7400976206035643,-0.16729444938962665,1.9425,1.1244232120581406,1.6498717240253402,-0.6891489343291394,-0.46177701202897375
1,3.0473407636714636,0.5061508297079134,1.2790964136282923,-0.08521470885380467,-0.9522039811029581,0.9972398967601114,0,-0.5930265319598929,0.22543736910843182,-0.014371683189865514,2.734543368300271,-0.18857093809776665,-0.21196459071827392,0.7068429365929572,0.9786608700865755,-0.49015507664305147,2.0383438440559973,-0.0999521793244773,7.79,0.47305567429817497,1.5346330759827795,-0.6891489343291394,0.2656217992532113
1,0.7215702895852482,0.5061508297079134,0.6172800153085141,-0.09776814643522556,0.9021367805386349,-0.2995610092998514,0,-0.5930265319598929,0.22543736910843182,0.35984374571763783,0.6104521463559174,0.5576401668848421,-0.21196459071827392,-0.8179080282122059,0.9029719585416327,0.1747916019043704,-0.03159504711537612,-0.21435603580581208,7.2,-0.1783118634617907,0.15176929947205234,-0.6891489343291394,-0.49641505066145875
1,0.7215702895852482,1.809823282271759,1.797519258978785,-0.04360529387038664,0.9021367805386349,3.590841708880037,0,-0.5930265319598929,1.8769931867526228,2.3033496829469295,-0.6499975897429298,1.1003391523267394,-0.21196459071827392,-0.22288326145897155,-0.1566728030875159,2.527129851819308,3.0385827713334397,0.07174027498576833,7.6,-1.806730707861705,0.6127238916422947,1.4510651474391116,-1.0159856301487338
1,0.7215702895852482,0.5061508297079134,0.650370835224503,-0.21074908466801365,-0.9522039811029581,-0.2995610092998514,0,-0.5930265319598929,0.22543736910843182,-0.5213732320322894,2.384418441606147,-0.6634325503594267,4.759457402417788,-0.8179080282122059,0.9065761924247423,0.1747916019043704,-0.10105608373186517,-0.1779548087435692,8.0,-0.5039956323417736,1.3041557798976584,-0.6891489343291394,-1.3623660164735838
1,-1.6042001845009675,-1.4493578491378551,-1.313017813124172,10.685582430015405,-0.9522039811029581,2.294040802820074,0,2.528165741513228,-1.4261184485357592,-1.100803573566488,-0.6499975897429298,-1.5792370882926283,-0.21196459071827392,-1.0224477917836303,-2.3768808750724206,0.8826380661645292,-0.2955469862580345,3.567904795137711,3.02,-0.5039956323417736,1.5346330759827795,-0.6891489343291394,1.6857813831850963
1,-0.4413149474578596,-1.4493578491378551,-1.2027150800708757,0.029230797096815874,-0.9522039811029581,-0.2995610092998514,0,-0.5930265319598929,-0.6003405397136636,-0.9800889190801968,-0.6499975897429298,-0.4260017442285967,-0.21196459071827392,-0.334450405225203,-0.5423258285783981,0.7396387804553385,-0.837343071866649,0.1545097317582492,2.28,1.7757907498181063,-1.5768104211663567,-0.6891489343291394,0.5080880696806063
1,0.7215702895852482,0.18023271656695192,-0.19896020928587893,-0.18969592372417235,-0.9522039811029581,-0.2995610092998514,0,-0.5930265319598929,0.22543736910843182,-0.6420878865185808,0.8205271023723919,-0.3920830576384781,-0.21196459071827392,0.8927881762033429,1.2122152257109808,-0.6188544337812621,-0.22608594964154544,-0.20005555374564524,5.28,1.7757907498181063,1.6498717240253402,-0.6891489343291394,0.4734500310481213
